Date,Meninggal (baru),Sembuh (baru),Total Kasus,Meninggal,Sembuh,Aktif,Kasus Baru,Persentase Spesimen Positif (Orang),Persentase Penambahan Kasus,Suspek,Spesiment Baru (Orang),Test (Orang),Test (Spesimen),Tingkat Kematian,Tingkat Kesembuhan,Persentase Aktif
2020-03-23,1,1,579,49,30,500,65,0.20440251572327045,0.1264591439688716,0,318,318,0,0.0846286701208981,0.05181347150259067,0.8635578583765112
2020-03-24,6,0,685,55,30,600,106,0.1840277777777778,0.1830742659758204,0,576,576,0,0.08029197080291971,0.043795620437956206,0.8759124087591241
2020-03-25,3,1,790,58,31,701,105,0.21428571428571427,0.15306122448979592,0,490,490,0,0.07341772151898733,0.039240506329113925,0.8873417721518987
2020-03-26,20,4,893,78,35,780,103,0.2003891050583657,0.13037974683544304,0,514,514,0,0.08734602463605823,0.03919372900335946,0.8734602463605823
2020-03-27,9,11,1046,87,46,913,153,0.1063238359972203,0.1713325867861142,0,1439,1439,0,0.08317399617590822,0.04397705544933078,0.872848948374761
2020-03-28,15,13,1155,102,59,994,109,0.2219959266802444,0.10420650095602296,0,491,491,0,0.08831168831168831,0.05108225108225108,0.8606060606060606
2020-03-29,12,5,1285,114,64,1107,130,0.4850746268656717,0.11255411255411256,0,268,268,0,0.088715953307393,0.04980544747081712,0.8614785992217899
2020-03-30,8,11,1414,122,75,1217,129,1.0,0.10038910505836576,0,129,129,0,0.08628005657708628,0.05304101838755304,0.8606789250353607
2020-03-31,14,6,1528,136,81,1311,114,1.0,0.08062234794908063,0,114,114,0,0.08900523560209424,0.05301047120418848,0.8579842931937173
2020-04-01,21,22,1677,157,103,1417,149,0.3581730769230769,0.0975130890052356,0,416,416,0,0.0936195587358378,0.06141920095408467,0.8449612403100775
2020-04-02,13,9,1790,170,112,1508,113,0.4870689655172414,0.06738223017292785,0,232,232,0,0.09497206703910614,0.06256983240223464,0.8424581005586592
2020-04-03,11,22,1986,181,134,1671,196,0.3493761140819964,0.1094972067039106,0,561,561,0,0.09113796576032224,0.06747230614300101,0.8413897280966768
2020-04-04,10,16,2092,191,150,1751,106,0.06141367323290847,0.05337361530715005,0,1726,1726,0,0.0913001912045889,0.07170172084130019,0.8369980879541109
2020-04-05,7,14,2273,198,164,1911,181,0.11830065359477125,0.08652007648183556,0,1530,1530,0,0.08710954685437748,0.07215134183897932,0.8407391113066432
2020-04-06,11,28,2491,209,192,2090,218,0.11213991769547324,0.09590849098108227,0,1944,1944,0,0.08390204737053393,0.07707747892412686,0.8390204737053393
2020-04-07,12,12,2738,221,204,2313,247,0.21165381319622964,0.09915696507426736,0,1167,1167,0,0.08071585098612126,0.07450693937180422,0.8447772096420745
2020-04-08,19,18,2956,240,222,2494,218,0.1010194624652456,0.07962016070124177,0,2158,2158,0,0.08119079837618404,0.07510148849797023,0.8437077131258457
2020-04-09,40,30,3293,280,252,2761,337,0.288527397260274,0.11400541271989174,0,1168,1168,0,0.08502884907379289,0.07652596416641361,0.8384451867597935
2020-04-10,26,30,3512,306,282,2924,219,0.12351945854483926,0.06650470695414516,0,1773,1773,0,0.08712984054669702,0.08029612756264237,0.8325740318906606
2020-04-11,21,4,3842,327,286,3229,330,0.64453125,0.09396355353075173,0,512,512,0,0.08511192087454451,0.07444039562727746,0.840447683498178
2020-04-12,46,73,4241,373,359,3509,399,0.05611025172268317,0.10385216033315982,0,7111,7111,0,0.08795095496345201,0.08464984673426079,0.8273991983022871
2020-04-13,26,21,4557,399,380,3778,316,0.35990888382687924,0.07451072860174487,0,878,878,0,0.08755760368663594,0.08338819398727232,0.8290542023260917
2020-04-14,60,46,4839,459,426,3954,282,0.07673469387755102,0.06188281764318631,149619,3675,3675,0,0.09485430874147552,0.08803471791692498,0.8171109733415995
2020-04-15,10,20,5136,469,446,4221,297,0.21631463947560087,0.061376317420954736,176714,1373,1373,0,0.09131619937694704,0.08683800623052959,0.8218457943925234
2020-04-16,27,102,5516,496,548,4472,380,0.19250253292806485,0.07398753894080996,181319,1974,1974,3275,0.08992023205221175,0.09934735315445976,0.8107324147933285
2020-04-17,24,59,5923,520,607,4796,407,0.1885132005558129,0.07378535170413343,186342,2159,2159,2402,0.08779334796555799,0.10248185041364173,0.8097248016208003
2020-04-18,15,24,6248,535,631,5082,325,0.14204545454545456,0.05487084247847375,189323,2288,2288,3270,0.08562740076824582,0.10099231754161332,0.8133802816901409
2020-04-19,47,55,6575,582,686,5307,327,0.11691097604576332,0.052336747759282966,194529,2797,2797,2100,0.0885171102661597,0.10433460076045628,0.8071482889733841
2020-04-20,8,60,6760,590,746,5424,185,0.12091503267973855,0.02813688212927757,198113,1530,1530,2289,0.08727810650887574,0.11035502958579882,0.8023668639053254
2020-04-21,26,96,7135,616,842,5677,375,0.1547029702970297,0.05547337278106509,203093,2424,2424,603,0.08633496846531184,0.11800981079187105,0.7956552207428171
2020-04-22,19,71,7418,635,913,5870,283,0.2382154882154882,0.039663629992992284,211325,1188,1188,5362,0.08560258829873281,0.12307899703424105,0.7913184146670261
2020-04-23,12,47,7775,647,960,6168,357,0.2776049766718507,0.04812617956322459,214231,1286,1286,4203,0.08321543408360127,0.12347266881028934,0.7933118971061093
2020-04-24,42,42,8211,689,1002,6520,436,0.22755741127348644,0.05607717041800643,216252,1916,1916,4119,0.08391182559980515,0.12203142126415785,0.7940567531360371
2020-04-25,31,40,8607,720,1042,6845,396,0.2002022244691608,0.04822798684691268,225995,1978,1978,3774,0.08365284071104914,0.12106425002904612,0.7952829092599047
